"","Utility ID.x","Utility Name.x","Plant Code","Plant Name.x","State.x","County.x","Generator ID","Status","Technology","Prime Mover","Sector Name.x","Sector.x","Nameplate Capacity (MW)","Summer Capacity (MW)","Winter Capacity (MW)","Operating Month","Operating Year","Number of Turbines","Predominant Turbine Manufacturer","Predominant Turbine Model Number","Design Wind Speed (mph)","Wind Quality Class","Turbine Hub Height (Feet)","Utility ID.y","Utility Name.y","Plant Name.y","Street Address","City","State.y","Zip","County.y","Latitude","Longitude","NERC Region","Balancing Authority Code","Balancing Authority Name","Name of Water Source","Primary Purpose (NAICS Code)","Regulatory Status","Sector.y","Sector Name.y","FERC Cogeneration Status","FERC Cogeneration Docket Number","FERC Small Power Producer Status","FERC Small Power Producer Docket Number","FERC Exempt Wholesale Generator Status","FERC Exempt Wholesale Generator Docket Number","Ash Impoundment?","Ash Impoundment Lined?","Ash Impoundment Status","Transmission or Distribution System Owner","Transmission or Distribution System Owner ID","Transmission or Distribution System Owner State","Grid Voltage (kV)","Grid Voltage 2 (kV)","Grid Voltage 3 (kV)","Energy Storage","Natural Gas LDC Name","Natural Gas Pipeline Name 1","Natural Gas Pipeline Name 2","Natural Gas Pipeline Name 3","Pipeline Notes","Natural Gas Storage","Liquefied Natural Gas Storage"
"748",56945,"Blue Canyon Windpower VI LLC",57616,"Blue Canyon Windpower VI LLC","OK","Caddo","GEN1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,100,100,100,12,2011,55,"Vestas","V90-1.8",17.9,2,262.4,56945,"Blue Canyon Windpower VI LLC","Blue Canyon Windpower VI LLC","3109 State Hwy 19","Carnegie","OK",73015,"Caddo",34.910361,-98.5599,"MRO","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","EG11-73",NA,"X",NA,"Western Farmers Elec Coop, Inc",20447,NA,138,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"749",56946,"Hidalgo Wind Farm LLC",57617,"Hidalgo Wind Farm LLC","TX","Hidalgo","GEN1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,250,250,250,12,2016,75,"Vestas","V110-2.0",19,3,273,56946,"Hidalgo Wind Farm LLC","Hidalgo Wind Farm LLC","41420 FM 490","McCook","TX",78541,"Hidalgo",26.465556,-98.411111,"TRE","ERCO","Electric Reliability Council of Texas, Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"AEP Texas Central Company",3278,"TX",138,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"750",56936,"Paulding Wind Farm II LLC",57620,"Paulding Wind Farm II","OH","Paulding","GEN1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,99,99,99,7,2011,55,"Vestas","V100-1.8",16.8,3,311.7,56936,"Paulding Wind Farm II LLC","Paulding Wind Farm II","108 W Townline Street","Payne","OH",45880,"Paulding",41.025278,-84.779166,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","EG11-61","N","X",NA,"Ohio Power Co",14006,"OH",138,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"751",56937,"Rising Tree Wind Farm LLC",57621,"Rising Tree Wind Farm","CA","Kern","GEN1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,79.2,79.2,79.2,1,2015,24,"Vestas","V112-3.3",19,2,276,56937,"Rising Tree Wind Farm LLC","Rising Tree Wind Farm","15800 70th St West","Mojave","CA",93501,"Kern",35.0775,-118.218333,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","EG14-53","N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"752",56940,"Lexington Chenoa Wind Farm LLC",57623,"Bright Stalk Wind Farm I","IL","McLean","GEN1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,205.2,205.2,205.2,12,2019,57,"Vestas","V136-3.45",18.2,3,325,56940,"Lexington Chenoa Wind Farm LLC","Bright Stalk Wind Farm I","29292 E 2900 North Rd.","Chenoa","IL",61726,"McLean",40.701241,-88.701054,"SERC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Commonwealth Edison Co",4110,"IL",345,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"753",56930,"Foundation HA Energy Generation, LLC",57626,"Foundation ST","CA","San Joaquin","WTG1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,2,2,2,6,2011,2,"Mitsubishi","MWT-1000A",12,4,180,56930,"Foundation HA Energy Generation, LLC","Foundation ST","16900 W. Schulte Road","Tracy","CA",95377,"San Joaquin",37.714167,-121.521666,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF11-341-000","N",NA,NA,"X",NA,"Pacific Gas & Electric Co",14328,"CA",115,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"754",56941,"Meadow Lake Wind Farm V LLC",57628,"Meadow Lake Wind Farm V LLC","IN","White","GEN1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,100,100,100,7,2017,56,"Vestas","V110-2.0",19,2,311,56941,"Meadow Lake Wind Farm V LLC","Meadow Lake Wind Farm V LLC","6072 S. State Rd. 43","Chalmers","IN",47929,"White",40.716111,-87.021111,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Indiana Michigan Power Co",9324,"IN",345,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"755",56962,"Wolverine Wind Energy, LLC",57631,"Wolverine","IA","Adair","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,1.5,1.5,1.5,10,2010,1,"GE","1.5-77",17,2,262.4,56962,"Wolverine Wind Energy, LLC","Wolverine","2325 180th St","Greenfield","IA",50849,"Adair",41.3931,-94.4447,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF10-18","N",NA,"N","X",NA,"Farmers Electric Coop, Inc - (IA)",6112,"IA",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"756",56961,"Bulldog Wind Energy, LLC",57632,"Bulldog","IA","Adair","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,1.5,1.5,1.5,10,2010,1,"GE","1.5-77",17,2,262.4,56961,"Bulldog Wind Energy, LLC","Bulldog","2336 290th St","Orient","IA",50858,"Adair",41.2258,-94.4406,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF10-17","N",NA,"N","X",NA,"Farmers Electric Coop, Inc - (IA)",6112,"IA",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"757",11208,"Los Angeles Department of Water & Power",57635,"Linden Wind Energy Project","WA","Klickitat","LW1","OP","Onshore Wind Turbine","WT","Electric Utility",1,50,50,50,6,2010,25,"Senvion","MM92",14,4,262,11208,"Los Angeles Department of Water & Power","Linden Wind Energy Project","49 Carpool Court","Goldendale","WA",98620,"Klickitat",45.744171,-120.783568,"WECC","BPAT","Bonneville Power Administration",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Bonneville Power Administration",1738,"WA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"758",56855,"Performance Services",57637,"Union City Wind Turbine","IN","Randolph","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,1,1,1,3,2010,1,"Nordex","N54/1000",12.3,3,229.6,56855,"Performance Services","Union City Wind Turbine","400 Chuck DeBolt Dr.","Union City","IN",47390,"Randolph",40.1908,-84.8172,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Indiana Michigan Power Co",9324,"IN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"759",56855,"Performance Services",57638,"Randolph Eastern School Wind Turbine","IN","Randolph","1","OS","Onshore Wind Turbine","WT","Commercial Non-CHP",4,1,1,1,3,2010,1,"Nordex","N54/1000",12.3,3,229.6,56855,"Performance Services","Randolph Eastern School Wind Turbine","1101 North Plum St.","Union City","IN",47390,"Randolph",40.2097,-84.8219,"RFC","PJM","PJM Interconnection, LLC",NA,611,"NR",4,"Commercial Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Indiana Michigan Power Co",9324,"IN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"760",56967,"Ironwood Windpower LLC",57639,"Ironwood Wind","KS","Ford","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,167.9,167.9,167.9,8,2012,73,"Siemens","SWT-2.3-101",16.7,2,272,56967,"Ironwood Windpower LLC","Ironwood Wind","12690 Eagle Rd","Spearville","KS",67876,"Ford",37.81828,-99.7754,"MRO","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Sunflower Electric Power Corp",18315,NA,345,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"761",56972,"Vestas Towers America, Inc",57643,"Vestas Towers America, Inc.","CO","Pueblo","V100","OP","Onshore Wind Turbine","WT","Industrial Non-CHP",6,1.8,1.8,1.8,4,2010,1,"Vestas","V100-1.8",16.8,2,262.4,56972,"Vestas Towers America, Inc","Vestas Towers America, Inc.","100 Towers Road","Pueblo","CO",81004,"Pueblo",38.1728,-104.62,"WECC","WACM","Western Area Power Administration - Rocky Mountain Region",NA,311,"NR",6,"Industrial Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Black Hills/Colorado Elec.Util",56146,"CO",115,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"762",59380,"Enel Green Power NA, Inc.",57644,"Prairie Rose Wind Farm","MN","Rock","PR1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,200,200,200,12,2012,119,"GE","1.68-82.5",24,2,328,59380,"Enel Green Power NA, Inc.","Prairie Rose Wind Farm","2015 80th Ave","Hardwick","MN",56134,"Rock",43.828217,-96.321567,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Northern States Power Co - Minnesota",13781,"MN",115,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"763",56977,"Zotos International",57648,"Zotos International WPGF","NY","Ontario","WT1","OP","Onshore Wind Turbine","WT","Industrial Non-CHP",6,1.7,1.7,1.7,1,2012,1,"Hyundai","HQ1650",20,2,270,56977,"Zotos International","Zotos International WPGF","300 Forge Avenue","Geneva","NY",14456,"Ontario",42.886944,-76.968333,"NPCC","NYIS","New York Independent System Operator",NA,339,"NR",6,"Industrial Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"New York State Elec & Gas Corp",13511,"NY",12.5,NA,NA,"N",NA,NA,NA,NA,NA,"N",NA
"764",56977,"Zotos International",57648,"Zotos International WPGF","NY","Ontario","WT2","OP","Onshore Wind Turbine","WT","Industrial Non-CHP",6,1.7,1.7,1.7,1,2012,1,"Hyundai","HQ1650",20,2,270,56977,"Zotos International","Zotos International WPGF","300 Forge Avenue","Geneva","NY",14456,"Ontario",42.886944,-76.968333,"NPCC","NYIS","New York Independent System Operator",NA,339,"NR",6,"Industrial Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"New York State Elec & Gas Corp",13511,"NY",12.5,NA,NA,"N",NA,NA,NA,NA,NA,"N",NA
"765",15399,"Avangrid Renewables LLC",57649,"Elm Creek Wind II LLC","MN","Martin","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,148.8,148.8,148.8,12,2010,62,"Mitsubishi","MWT-95/2.4",18.4,2,262.4,15399,"Avangrid Renewables LLC","Elm Creek Wind II LLC","231 220th Street","Trimont","MN",56176,"Martin",43.6848,-94.8799,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Pennsylvania Power Co",14716,"PA",345,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"766",56988,"Cimarron Windpower II, LLC",57663,"Cimarron Windpower II","KS","Gray","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,131,131,131,6,2012,57,"Siemens","SWT-2.3-108",17.6,2,272,56988,"Cimarron Windpower II, LLC","Cimarron Windpower II","8502 State Highway 23","Cimarron","KS",20069,"Gray",37.90133,-100.372,"MRO","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Sunflower Electric Power Corp",18315,NA,345,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"767",56215,"RWE Renewables Americas LLC",57675,"Pioneer Trail Wind Farm, LLC","IL","Iroquois","PTWF","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,150.4,150.4,150.4,12,2011,94,"GE","1.6 XLE",17.4,2,262.4,56215,"RWE Renewables Americas LLC","Pioneer Trail Wind Farm, LLC","402 N 2300 East Road","Paxton","IL",60957,"Iroquois",40.46405,-88.021517,"SERC","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","11-132-000","N","X",NA,"Ameren Illinois Company",56697,"IL",138,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"768",56545,"Pattern Operators LP",57678,"Post Rock Wind Power Project, LLC","KS","Ellsworth","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,201,201,201,9,2012,134,"GE","1.5-82.5",18,2,262.4,56545,"Pattern Operators LP","Post Rock Wind Power Project, LLC","307 11th Road","Ellsworth","KS",67439,"Ellsworth",38.841667,-98.299444,"WECC","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Midwest Energy Inc",12524,"KS",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"769",57017,"DOE National Renewable Energy Laboratory",57693,"DOE Golden NWTC Research Side Hybrid","CO","Jefferson","GAMES","OP","Onshore Wind Turbine","WT","Commercial Non-CHP",4,2,2,2,10,2011,1,"Gamesa","G97-2.0",15,2,295,57017,"DOE National Renewable Energy Laboratory","DOE Golden NWTC Research Side Hybrid","18200 Highway 128","Golden","CO",80403,"Jefferson",39.9139,-105.2153,"WECC","PSCO","Public Service Company of Colorado",NA,541,"NR",4,"Commercial Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"770",57017,"DOE National Renewable Energy Laboratory",57693,"DOE Golden NWTC Research Side Hybrid","CO","Jefferson","GEDOE","OP","Onshore Wind Turbine","WT","Commercial Non-CHP",4,1.5,1.5,1.5,1,2010,1,"GE","1.5 SLE",15,2,262.4,57017,"DOE National Renewable Energy Laboratory","DOE Golden NWTC Research Side Hybrid","18200 Highway 128","Golden","CO",80403,"Jefferson",39.9139,-105.2153,"WECC","PSCO","Public Service Company of Colorado",NA,541,"NR",4,"Commercial Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"771",57017,"DOE National Renewable Energy Laboratory",57693,"DOE Golden NWTC Research Side Hybrid","CO","Jefferson","SIEM","OP","Onshore Wind Turbine","WT","Commercial Non-CHP",4,2.3,2.3,2.3,1,2010,1,"Siemens","SWT-2.3-108",15,2,262.4,57017,"DOE National Renewable Energy Laboratory","DOE Golden NWTC Research Side Hybrid","18200 Highway 128","Golden","CO",80403,"Jefferson",39.9139,-105.2153,"WECC","PSCO","Public Service Company of Colorado",NA,541,"NR",4,"Commercial Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"772",57024,"Vasco Winds, LLC",57700,"Vasco Winds","CA","Contra Costa","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,78.2,78.2,78.2,12,2011,34,"Siemens","SWT-2.3-101",22.3,2,262.4,57024,"Vasco Winds, LLC","Vasco Winds","435 Mountain Vista Parkway","Livermore","CA",94551,"Contra Costa",37.790833,-121.718055,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Pacific Gas & Electric Co",14328,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"773",57026,"NextEra Energy Montezuma Wind II, LLC",57701,"Montezuma Wind II","CA","Solano","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,78.2,78.2,78.2,1,2012,34,"Siemens","SWT-2.3-93",19,2,262.4,57026,"NextEra Energy Montezuma Wind II, LLC","Montezuma Wind II","6700 Birds Landing Road","Birds Landing","CA",94512,"Solano",38.116667,-121.821944,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Pacific Gas & Electric Co",14328,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"774",11806,"Massachusetts Mun Wholes Electric Co",57721,"Berkshire Wind Power Project","MA","Berkshire","BWP","OP","Onshore Wind Turbine","WT","Electric Utility",1,15,15,15,5,2011,10,"GE","1.5 SLE",16,2,262,11806,"Massachusetts Mun Wholes Electric Co","Berkshire Wind Power Project","108 Brodie Mountain Rd","Lanesboro","MA",1224,"Berkshire",42.586667,-73.275,"NPCC","ISNE","ISO New England Inc.",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Western Massachusetts Electric Company",20455,"MA",23,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"775",11806,"Massachusetts Mun Wholes Electric Co",57721,"Berkshire Wind Power Project","MA","Berkshire","HN-8","OP","Onshore Wind Turbine","WT","Electric Utility",1,2.3,2.3,2.3,9,2019,1,"GE","2.3-116",16,2,262.5,11806,"Massachusetts Mun Wholes Electric Co","Berkshire Wind Power Project","108 Brodie Mountain Rd","Lanesboro","MA",1224,"Berkshire",42.586667,-73.275,"NPCC","ISNE","ISO New England Inc.",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Western Massachusetts Electric Company",20455,"MA",23,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"776",11806,"Massachusetts Mun Wholes Electric Co",57721,"Berkshire Wind Power Project","MA","Berkshire","HN-9","OP","Onshore Wind Turbine","WT","Electric Utility",1,2.3,2.3,2.3,9,2019,1,"GE","2.3-116",16,2,262.5,11806,"Massachusetts Mun Wholes Electric Co","Berkshire Wind Power Project","108 Brodie Mountain Rd","Lanesboro","MA",1224,"Berkshire",42.586667,-73.275,"NPCC","ISNE","ISO New England Inc.",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Western Massachusetts Electric Company",20455,"MA",23,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"777",57170,"EDF Renewable Asset Holdings, Inc.",57725,"Shiloh IV Wind Project LLC","CA","Solano","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,102.5,102.5,102.5,12,2012,58,"Senvion","MM92",19,2,257.5,57170,"EDF Renewable Asset Holdings, Inc.","Shiloh IV Wind Project LLC","6523 Montezuma Hills Rd","Birds Landing","CA",94512,"Solano",38.137488,-121.855342,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Pacific Gas & Electric Co",14328,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"778",57046,"University of Minnesota Morris Campus",57732,"UMM Wind Turbine","MN","Stevens","UMM1","OP","Onshore Wind Turbine","WT","Commercial Non-CHP",4,1.7,0.6,0.9,6,2011,1,"Vestas","V82-1.65",18,2,265,57046,"University of Minnesota Morris Campus","UMM Wind Turbine",".608 County Highway 10","Morris","MN",56267,"Stevens",45.5897,-95.877033,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,611,"NR",4,"Commercial Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Otter Tail Power Co",14232,"MN",12.5,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"779",57054,"Suzlon Project VIII LLC",57741,"Suzlon Project VIII LLC","TX","Hartley","SP111","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,2.1,2.1,2.1,4,2015,1,"Suzlon","S111",16.8,3,295,57054,"Suzlon Project VIII LLC","Suzlon Project VIII LLC","4495 FM 722","Channing","TX",79018,"Hartley",35.75,-102.28,"TRE","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","08-65-000","N",NA,"N","X",NA,"Southwestern Public Service Co",17718,"TX",34.5,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"780",57054,"Suzlon Project VIII LLC",57741,"Suzlon Project VIII LLC","TX","Hartley","SP97","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,2.1,2.1,2.1,10,2011,1,"Suzlon","S97-2100",16.8,3,295,57054,"Suzlon Project VIII LLC","Suzlon Project VIII LLC","4495 FM 722","Channing","TX",79018,"Hartley",35.75,-102.28,"TRE","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","08-65-000","N",NA,"N","X",NA,"Southwestern Public Service Co",17718,"TX",34.5,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"781",57053,"Laurel Wind Energy LLC",57744,"Laurel Hill Wind","PA","Lycoming","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,69,69,69,9,2012,30,"Siemens","SWT-2.3-108",12.8,2,272,57053,"Laurel Wind Energy LLC","Laurel Hill Wind","1464 Marshall Road","Roaring Branch","PA",17765,"Lycoming",41.5323,-77.0296,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Pennsylvania Electric Co",14711,"PA",230,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"782",57042,"Gordon Butte Wind LLC",57748,"Gordon Butte Wind LLC","MT","Meagher","DAW","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,2.7,2.7,2.7,12,2018,1,"GE","2.5-116",21,1,295.3,57042,"Gordon Butte Wind LLC","Gordon Butte Wind LLC","45 John Sears Road","Martinsdale","MT",59053,"Meagher",46.411944,-110.337777,"WECC","NWMT","NorthWestern Energy (NWMT)",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","07-74-000, 17-1070-000, 17-1071-000, 17-1068-000","N",NA,"N","X",NA,"NorthWestern Energy LLC - (MT)",12825,"MT",100,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"783",57042,"Gordon Butte Wind LLC",57748,"Gordon Butte Wind LLC","MT","Meagher","GBW","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,9.6,9.6,9.6,1,2012,6,"GE","1.5 SLE",21,1,262,57042,"Gordon Butte Wind LLC","Gordon Butte Wind LLC","45 John Sears Road","Martinsdale","MT",59053,"Meagher",46.411944,-110.337777,"WECC","NWMT","NorthWestern Energy (NWMT)",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","07-74-000, 17-1070-000, 17-1071-000, 17-1068-000","N",NA,"N","X",NA,"NorthWestern Energy LLC - (MT)",12825,"MT",100,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"784",57042,"Gordon Butte Wind LLC",57748,"Gordon Butte Wind LLC","MT","Meagher","OSR","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,2.7,2.7,2.7,12,2018,1,"GE","2.5-116",21,1,295.3,57042,"Gordon Butte Wind LLC","Gordon Butte Wind LLC","45 John Sears Road","Martinsdale","MT",59053,"Meagher",46.411944,-110.337777,"WECC","NWMT","NorthWestern Energy (NWMT)",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","07-74-000, 17-1070-000, 17-1071-000, 17-1068-000","N",NA,"N","X",NA,"NorthWestern Energy LLC - (MT)",12825,"MT",100,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"785",57042,"Gordon Butte Wind LLC",57748,"Gordon Butte Wind LLC","MT","Meagher","SOR","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,2.7,2.7,2.7,12,2018,1,"GE","2.5-116",21,1,295.3,57042,"Gordon Butte Wind LLC","Gordon Butte Wind LLC","45 John Sears Road","Martinsdale","MT",59053,"Meagher",46.411944,-110.337777,"WECC","NWMT","NorthWestern Energy (NWMT)",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","07-74-000, 17-1070-000, 17-1071-000, 17-1068-000","N",NA,"N","X",NA,"NorthWestern Energy LLC - (MT)",12825,"MT",100,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"786",57041,"Idaho Winds LLC",57749,"Sawtooth Wind Project","ID","Elmore","ST","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,22.4,22.4,22.4,10,2011,14,"GE","1.6 XLE",12,3,262.5,57041,"Idaho Winds LLC","Sawtooth Wind Project","5420 W Wicher Road","Glenns Ferry","ID",83623,"Elmore",42.982222,-115.393333,"WECC","IPCO","Idaho Power Company",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","05-53-003, 05-53-002","N",NA,"N","X",NA,"Idaho Power Co",9191,"ID",138,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"787",57063,"Los Vientos Wind 1A, LLC",57751,"Los Vientos Wind 1A","TX","Cameron","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,200,200,200,12,2012,87,"Siemens","SWT-2.3-108",13.9,2,272,57063,"Los Vientos Wind 1A, LLC","Los Vientos Wind 1A","4545 FM 507","Sebastian","TX",78594,"Cameron",26.33072,-97.5857,"TRE","ERCO","Electric Reliability Council of Texas, Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"AEP Texas Central Company",3278,"TX",138,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"788",57064,"Los Vientos Wind 1B, LLC",57752,"Los Vientos Wind 1B","TX","Cameron","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,201.6,201.6,201.6,12,2012,84,"Mitsubishi","MWT-102/2.4",14.8,2,272,57064,"Los Vientos Wind 1B, LLC","Los Vientos Wind 1B","4545 FM 507","Sebastian","TX",78594,"Cameron",26.34892,-97.6668,"TRE","ERCO","Electric Reliability Council of Texas, Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"AEP Texas Central Company",3278,"TX",138,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"789",57050,"TPW Petersburg LLC",57755,"TPW Petersburg","NE","Boone","PETE","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,40.5,40.5,40.5,11,2011,27,"GE","1.5 XLE",19,2,262.4,57050,"TPW Petersburg LLC","TPW Petersburg","2460 State Highway Road 32","Petersburg","NE",68652,"Boone",41.864583,-97.961194,"MRO","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","07-310-001","Y","11-114-000","N","X",NA,"Nebraska Public Power District",13337,"NE",115,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
