"","Utility ID.x","Utility Name.x","Plant Code","Plant Name.x","State.x","County.x","Generator ID","Status","Technology","Prime Mover","Sector Name.x","Sector.x","Nameplate Capacity (MW)","Summer Capacity (MW)","Winter Capacity (MW)","Operating Month","Operating Year","Lenses / Mirrors?","Single-Axis Tracking?","Dual-Axis Tracking?","Fixed Tilt?","East West Fixed Tilt?","Parabolic Trough?","Linear Fresnel?","Power Tower?","Dish Engine?","Other Solar Technology?","Azimuth Angle","Tilt Angle","DC Net Capacity (MW)","Crystalline Silicon?","Thin-Film (CdTe)?","Thin-Film (A-Si)?","Thin-Film (CIGS)?","Thin-Film (Other)?","Other Materials?","Net Metering Agreement?","Net Metering DC Capacity (MW)","Virtual Net Metering Agreement?","Virtual Net Metering DC Capacity (MW)","Utility ID.y","Utility Name.y","Plant Name.y","Street Address","City","State.y","Zip","County.y","Latitude","Longitude","NERC Region","Balancing Authority Code","Balancing Authority Name","Name of Water Source","Primary Purpose (NAICS Code)","Regulatory Status","Sector.y","Sector Name.y","FERC Cogeneration Status","FERC Cogeneration Docket Number","FERC Small Power Producer Status","FERC Small Power Producer Docket Number","FERC Exempt Wholesale Generator Status","FERC Exempt Wholesale Generator Docket Number","Ash Impoundment?","Ash Impoundment Lined?","Ash Impoundment Status","Transmission or Distribution System Owner","Transmission or Distribution System Owner ID","Transmission or Distribution System Owner State","Grid Voltage (kV)","Grid Voltage 2 (kV)","Grid Voltage 3 (kV)","Energy Storage","Natural Gas LDC Name","Natural Gas Pipeline Name 1","Natural Gas Pipeline Name 2","Natural Gas Pipeline Name 3","Pipeline Notes","Natural Gas Storage","Liquefied Natural Gas Storage"
"758",59873,"Solar Star California XIX, LLC",58388,"Solar Star 1","CA","Kern","SS11","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,54,52.6,52.6,6,2015,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,67.7,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,59873,"Solar Star California XIX, LLC","Solar Star 1","15637 Avenue A","Rosamond","CA",93560,"Kern",34.8181,-118.4036,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"759",59873,"Solar Star California XIX, LLC",58388,"Solar Star 1","CA","Kern","SS12","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,54,52.6,52.6,2,2015,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,67.7,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,59873,"Solar Star California XIX, LLC","Solar Star 1","15637 Avenue A","Rosamond","CA",93560,"Kern",34.8181,-118.4036,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"760",59873,"Solar Star California XIX, LLC",58388,"Solar Star 1","CA","Kern","SS13","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,58.5,57,57,10,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,73.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,59873,"Solar Star California XIX, LLC","Solar Star 1","15637 Avenue A","Rosamond","CA",93560,"Kern",34.8181,-118.4036,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"761",59873,"Solar Star California XIX, LLC",58388,"Solar Star 1","CA","Kern","SS14","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,33,32.2,32.2,6,2015,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,40.7,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,59873,"Solar Star California XIX, LLC","Solar Star 1","15637 Avenue A","Rosamond","CA",93560,"Kern",34.8181,-118.4036,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"762",59873,"Solar Star California XIX, LLC",58388,"Solar Star 1","CA","Kern","SS15","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,15,14.6,14.6,10,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.8,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,59873,"Solar Star California XIX, LLC","Solar Star 1","15637 Avenue A","Rosamond","CA",93560,"Kern",34.8181,-118.4036,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"763",59873,"Solar Star California XIX, LLC",58388,"Solar Star 1","CA","Kern","SS16","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,64.5,62.9,62.9,4,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,80.8,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,59873,"Solar Star California XIX, LLC","Solar Star 1","15637 Avenue A","Rosamond","CA",93560,"Kern",34.8181,-118.4036,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"764",59872,"Solar Star California XX, LLC",58389,"Solar Star 2","CA","Kern","AVS2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,19.5,19,19,3,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,24.4,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,59872,"Solar Star California XX, LLC","Solar Star 2","11936 Rosamond Blvd","Rosamond","CA",93560,"Kern",34.848611,-118.352778,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"765",59872,"Solar Star California XX, LLC",58389,"Solar Star 2","CA","Kern","SS21","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,60,59,59,7,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,75.2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,59872,"Solar Star California XX, LLC","Solar Star 2","11936 Rosamond Blvd","Rosamond","CA",93560,"Kern",34.848611,-118.352778,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"766",59872,"Solar Star California XX, LLC",58389,"Solar Star 2","CA","Kern","SS22","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,55.5,55,55,12,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,69.5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,59872,"Solar Star California XX, LLC","Solar Star 2","11936 Rosamond Blvd","Rosamond","CA",93560,"Kern",34.848611,-118.352778,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"767",59872,"Solar Star California XX, LLC",58389,"Solar Star 2","CA","Kern","SS23","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,48,47,47,12,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,60.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,59872,"Solar Star California XX, LLC","Solar Star 2","11936 Rosamond Blvd","Rosamond","CA",93560,"Kern",34.848611,-118.352778,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"768",59872,"Solar Star California XX, LLC",58389,"Solar Star 2","CA","Kern","SS24","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,43.5,43,43,6,2015,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,54.5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,59872,"Solar Star California XX, LLC","Solar Star 2","11936 Rosamond Blvd","Rosamond","CA",93560,"Kern",34.848611,-118.352778,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"769",59872,"Solar Star California XX, LLC",58389,"Solar Star 2","CA","Kern","SS25","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,52.5,52,52,4,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,65.8,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,59872,"Solar Star California XX, LLC","Solar Star 2","11936 Rosamond Blvd","Rosamond","CA",93560,"Kern",34.848611,-118.352778,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"770",63249,"Terraform Arcadia",58391,"IND Community Solar Farm 1st Phase","IN","Marion","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,10,10,10,11,2013,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,30,12.5,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",5,63249,"Terraform Arcadia","IND Community Solar Farm 1st Phase","4450 West Perimeter Road","Indianapolis","IN",46231,"Marion",39.695209,-86.315525,"RFC","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF12-311-000","N",NA,NA,"X",NA,"Indianapolis Power & Light Co",9273,"IN",13.2,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"771",60898,"Axium US Solar Holdings LLC",58398,"Heber Solar","CA","Imperial","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,10.9,10,8.2,5,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60898,"Axium US Solar Holdings LLC","Heber Solar","855B Dogwood Road","Heber","CA",92249,"Imperial",32.7125,-115.540556,"WECC","IID","Imperial Irrigation District",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF14-57-000","N",NA,"N","X",NA,"Imperial Irrigation District",9216,"CA",92,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"772",58385,"SR Enterprise South LLC",58401,"Volkswagen Solar System","TN","Hamilton","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,9.6,7.6,7.6,11,2012,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,9.5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58385,"SR Enterprise South LLC","Volkswagen Solar System","8001 Volkswagen Drive","Chattanooga","TN",37421,"Hamilton",35.0975,-85.126944,"SERC","TVA","Tennessee Valley Authority",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"City of Chattanooga - (TN)",3408,"TN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"773",58387,"Solar Star New Jersey VI LLC",58402,"Solar Star New Jersey NJ LLC","NJ","Somerset","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,2,2012,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.7,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58387,"Solar Star New Jersey VI LLC","Solar Star New Jersey NJ LLC","100 Business Park Drive","Skillman","NJ",8558,"Somerset",40.401528,-74.669697,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF13-507-000","N",NA,NA,"X",NA,"Public Service Elec & Gas Co",15477,"NJ",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"774",63249,"Terraform Arcadia",58403,"Bellingham PV","MA","Worcester","SO032","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,3,3,3,10,2013,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,3.8,"Y",NA,NA,NA,NA,NA,"Y",3.8,"N",NA,63249,"Terraform Arcadia","Bellingham PV","436 NE Main Street","Douglas","MA",1516,"Worcester",42.075,-71.703056,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Massachusetts Electric Co",11804,"MA",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"775",61230,"CD Arevon USA, Inc.",58408,"Maryland Solar","MD","Washington","MSH1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,27,20.9,20.9,9,2013,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,29.1,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,61230,"CD Arevon USA, Inc.","Maryland Solar","18695 Roxbury Road","Hagerstown","MD",21746,"Washington",39.563056,-77.720278,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","Docket #11-171-002","N",NA,NA,"X",NA,"The Potomac Edison Company",15263,"MD",34.5,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"776",63249,"Terraform Arcadia",58410,"Marshfield PV","MA","Plymouth","SO032","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,3,3,3,12,2013,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,177,22,4,"Y",NA,NA,NA,NA,NA,"Y",4,"N",NA,63249,"Terraform Arcadia","Marshfield PV","99 Clay Pit Road","Marshfield","MA",2050,"Plymouth",42.111667,-70.709444,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"NSTAR Electric Company",54913,"MA",22.9,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"777",63249,"Terraform Arcadia",58411,"Orange PV","MA","Franklin","SO023","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2,2,2,7,2013,NA,NA,"N","Y",NA,NA,NA,NA,NA,NA,180,30,2.4,"Y",NA,NA,NA,NA,NA,"Y",2.3,"N",NA,63249,"Terraform Arcadia","Orange PV","380 East River Street","Orange","MA",1364,"Franklin",42.585,-72.293889,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Massachusetts Electric Co",11804,"MA",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"778",63249,"Terraform Arcadia",58412,"Maynard PV","MA","Middlesex","SO026","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,1,2014,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,30,1.2,"Y",NA,NA,NA,NA,NA,"Y",1.2,"N",NA,63249,"Terraform Arcadia","Maynard PV","145 Waltham Street","Maynard","MA",1754,"Middlesex",42.428333,-71.435556,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"NSTAR Electric Company",54913,"MA",13.8,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"779",58413,"Lone Valley Solar Park I LLC",58417,"Lone Valley Solar Park I LLC","CA","San Bernardino","CP1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,10,10,10,12,2014,NA,"Y","N",NA,NA,NA,NA,NA,NA,NA,90,50,10,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58413,"Lone Valley Solar Park I LLC","Lone Valley Solar Park I LLC","7950 Camp Rock Road","Lucerne Valley","CA",92356,"San Bernardino",34.398059,-116.865517,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","EG14 - 34","N","X",NA,"Southern California Edison Co",17609,"CA",33,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"780",58661,"Sustainable Power Group, LLC",58418,"Victor Dry Farm Ranch A","CA","San Bernardino","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,4,6,2015,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,193,15,6,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58661,"Sustainable Power Group, LLC","Victor Dry Farm Ranch A","White Rd. and Dos Palmas Road","Victorville","CA",92392,"San Bernardino",34.501111,-117.466667,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Southern California Edison Co",17609,"CA",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"781",58661,"Sustainable Power Group, LLC",58419,"Victor Dry Farm Ranch B","CA","San Bernardino","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,4,6,2015,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,193,15,5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58661,"Sustainable Power Group, LLC","Victor Dry Farm Ranch B","White Rd & Maricopa Rd","Victorville","CA",92392,"San Bernardino",34.497778,-117.471111,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Southern California Edison Co",17609,"CA",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"782",58416,"California State University, Northridge",58422,"CSU Northridge Plant","CA","Los Angeles","B2PV","OP","Solar Photovoltaic","PV","Commercial CHP",5,0.4,0.3,0.2,4,2005,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,5,0.5,"Y",NA,NA,NA,NA,NA,"Y",0.5,"N",NA,58416,"California State University, Northridge","CSU Northridge Plant","18111 Nordhoff Street","Northridge","CA",91330,"Los Angeles",34.243333,-118.530556,"WECC","LDWP","Los Angeles Department of Water and Power",NA,611,"NR",5,"Commercial CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Los Angeles Department of Water & Power",11208,"CA",35,NA,NA,"Y","SOUTHERN CALIFORNIA GAS COMPANY",NA,NA,NA,NA,"N","X"
"783",58416,"California State University, Northridge",58422,"CSU Northridge Plant","CA","Los Angeles","E6PV","OP","Solar Photovoltaic","PV","Commercial CHP",5,0.2,0.1,0.1,3,2003,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,270,5,0.2,"Y",NA,NA,NA,NA,NA,"Y",0.2,"N",NA,58416,"California State University, Northridge","CSU Northridge Plant","18111 Nordhoff Street","Northridge","CA",91330,"Los Angeles",34.243333,-118.530556,"WECC","LDWP","Los Angeles Department of Water and Power",NA,611,"NR",5,"Commercial CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Los Angeles Department of Water & Power",11208,"CA",35,NA,NA,"Y","SOUTHERN CALIFORNIA GAS COMPANY",NA,NA,NA,NA,"N","X"
"784",63249,"Terraform Arcadia",58423,"Southbridge PV","MA","Worcester","SO022","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,3,3,3,1,2014,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,30,3.4,"Y",NA,NA,NA,NA,NA,"Y",2.4,"N",NA,63249,"Terraform Arcadia","Southbridge PV","247 Blackmer Road","Southbridge","MA",1550,"Worcester",42.047361,-71.992868,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Massachusetts Electric Co",11804,"MA",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"785",58427,"Centinela Solar Energy LLC",58430,"Centinela Solar Energy","CA","Imperial","CSE1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,34.2,33.4,33.4,7,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,90,NA,48.9,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58427,"Centinela Solar Energy LLC","Centinela Solar Energy","319 Brockman Road","Calexico","CA",92231,"Imperial",32.686944,-115.647778,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"San Diego Gas & Electric Co",16609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"786",58427,"Centinela Solar Energy LLC",58430,"Centinela Solar Energy","CA","Imperial","CSE2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,26.6,25.6,25.6,8,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,90,NA,38.6,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58427,"Centinela Solar Energy LLC","Centinela Solar Energy","319 Brockman Road","Calexico","CA",92231,"Imperial",32.686944,-115.647778,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"San Diego Gas & Electric Co",16609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"787",58427,"Centinela Solar Energy LLC",58430,"Centinela Solar Energy","CA","Imperial","CSE3","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,34.2,33.4,33.4,10,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,90,NA,49.7,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58427,"Centinela Solar Energy LLC","Centinela Solar Energy","319 Brockman Road","Calexico","CA",92231,"Imperial",32.686944,-115.647778,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"San Diego Gas & Electric Co",16609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"788",58427,"Centinela Solar Energy LLC",58430,"Centinela Solar Energy","CA","Imperial","CSE4","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,34.2,33.4,33.4,12,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,90,NA,49.8,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58427,"Centinela Solar Energy LLC","Centinela Solar Energy","319 Brockman Road","Calexico","CA",92231,"Imperial",32.686944,-115.647778,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"San Diego Gas & Electric Co",16609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"789",58427,"Centinela Solar Energy LLC",58430,"Centinela Solar Energy","CA","Imperial","CSE5","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,19,18.6,18.6,4,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,90,NA,31.4,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58427,"Centinela Solar Energy LLC","Centinela Solar Energy","319 Brockman Road","Calexico","CA",92231,"Imperial",32.686944,-115.647778,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"San Diego Gas & Electric Co",16609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"790",58427,"Centinela Solar Energy LLC",58430,"Centinela Solar Energy","CA","Imperial","CSE6","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,26.6,25.6,25.6,5,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,90,NA,38.6,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58427,"Centinela Solar Energy LLC","Centinela Solar Energy","319 Brockman Road","Calexico","CA",92231,"Imperial",32.686944,-115.647778,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"San Diego Gas & Electric Co",16609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"791",58428,"UT West Tennessee Solar Farm",58431,"West Tennessee Solar Farm","TN","Haywood","SNVA","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,4.2,4.2,4.2,4,2012,NA,NA,"N","Y",NA,NA,NA,NA,NA,NA,180,24,5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58428,"UT West Tennessee Solar Farm","West Tennessee Solar Farm","1900 Albright Road","Stanton","TN",38069,"Haywood",35.408611,-89.3875,"SERC","TVA","Tennessee Valley Authority",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Chickasaw Electric Coop, Inc",40166,"TN",24.9,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"792",58438,"Sunstream Energy LLC",58443,"Martin Limestone Solar Array","PA","Lancaster","GEN1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,12,2012,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,31,1.1,"Y",NA,NA,NA,NA,NA,"Y",1.1,"N",NA,58438,"Sunstream Energy LLC","Martin Limestone Solar Array","875 East Earl Road","New Holland","PA",17557,"Lancaster",40.107778,-76.061667,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"PPL Electric Utilities Corp",14715,"PA",12.48,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"793",58440,"CD US Solar MT 2 LLC",58445,"Arrache 4006","CA","Los Angeles","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,8,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,0,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Arrache 4006","4291 E Ave","Palmdale","CA",93552,"Los Angeles",34.655,-118.051111,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","11-305, 11-306","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"794",58440,"CD US Solar MT 2 LLC",58445,"Arrache 4006","CA","Los Angeles","2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,8,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,45,0,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Arrache 4006","4291 E Ave","Palmdale","CA",93552,"Los Angeles",34.655,-118.051111,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","11-305, 11-306","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
