"","Utility ID.x","Utility Name.x","Plant Code","Plant Name.x","State.x","County.x","Generator ID","Status","Technology","Prime Mover","Sector Name.x","Sector.x","Nameplate Capacity (MW)","Summer Capacity (MW)","Winter Capacity (MW)","Operating Month","Operating Year","Lenses / Mirrors?","Single-Axis Tracking?","Dual-Axis Tracking?","Fixed Tilt?","East West Fixed Tilt?","Parabolic Trough?","Linear Fresnel?","Power Tower?","Dish Engine?","Other Solar Technology?","Azimuth Angle","Tilt Angle","DC Net Capacity (MW)","Crystalline Silicon?","Thin-Film (CdTe)?","Thin-Film (A-Si)?","Thin-Film (CIGS)?","Thin-Film (Other)?","Other Materials?","Net Metering Agreement?","Net Metering DC Capacity (MW)","Virtual Net Metering Agreement?","Virtual Net Metering DC Capacity (MW)","Utility ID.y","Utility Name.y","Plant Name.y","Street Address","City","State.y","Zip","County.y","Latitude","Longitude","NERC Region","Balancing Authority Code","Balancing Authority Name","Name of Water Source","Primary Purpose (NAICS Code)","Regulatory Status","Sector.y","Sector Name.y","FERC Cogeneration Status","FERC Cogeneration Docket Number","FERC Small Power Producer Status","FERC Small Power Producer Docket Number","FERC Exempt Wholesale Generator Status","FERC Exempt Wholesale Generator Docket Number","Ash Impoundment?","Ash Impoundment Lined?","Ash Impoundment Status","Transmission or Distribution System Owner","Transmission or Distribution System Owner ID","Transmission or Distribution System Owner State","Grid Voltage (kV)","Grid Voltage 2 (kV)","Grid Voltage 3 (kV)","Energy Storage","Natural Gas LDC Name","Natural Gas Pipeline Name 1","Natural Gas Pipeline Name 2","Natural Gas Pipeline Name 3","Pipeline Notes","Natural Gas Storage","Liquefied Natural Gas Storage"
"3421",63184,"CI-II Mitchell Holding LLC",62240,"Burgaw Solar, LLC","NC","Pender","1072","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,5,11,2019,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,NA,6.7,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,63184,"CI-II Mitchell Holding LLC","Burgaw Solar, LLC","1133 US Hwy 117 S","Burgaw","NC",28425,"Pender",34.536,-77.911678,"SERC","CPLE","Duke Energy Progress East",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF17-152-000","N",NA,NA,NA,NA,"Duke Energy Progress - (NC)",3046,"NC",22.86,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3422",61494,"Radian Generation",62241,"NorWest Energy 9 LLC","OR","Umatilla","NWE9","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,8,8,8,9,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"N",180,30,8,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61494,"Radian Generation","NorWest Energy 9 LLC","4801 NW N Ave.","Pendleton","OR",97801,"Umatilla",45.917,-119.343,"WECC","PACW","PacifiCorp - West",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N",NA,NA,"PacifiCorp",14354,"OR",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"3423",61766,"Solar Star California LXIII, LLC",62242,"County of San Diego SBRC","CA","San Diego","SBRC","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.3,1.3,1.3,12,2018,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,10,1.4,"Y",NA,NA,NA,NA,NA,"Y",1.3,"N",NA,61766,"Solar Star California LXIII, LLC","County of San Diego SBRC","500 3rd Ave.","Chula Vista","CA",91910,"San Diego",32.63266,-117.07775,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"San Diego Gas & Electric Co",16609,"CA",0.48,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3424",60025,"Greenbacker Renewable Energy Corporation",62243,"Oak Leaf Solar XXI (CSG)","CO","Arapahoe","53964","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,12,2018,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,NA,2,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2,60025,"Greenbacker Renewable Energy Corporation","Oak Leaf Solar XXI (CSG)","29100B E. County Road 30/E Qui","Watkins","CO",80137,"Arapahoe",39.638,-104.604,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","19-250-000","N",NA,NA,NA,NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3425",60025,"Greenbacker Renewable Energy Corporation",62244,"Oak Leaf Solar XXXI LLC (CSG)","CO","Mesa","53977","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,12,2018,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2,60025,"Greenbacker Renewable Energy Corporation","Oak Leaf Solar XXXI LLC (CSG)","956 Highline Canal Rd.","Debeque","CO",81630,"Mesa",39.145,-108.32,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","19-234-000","N",NA,NA,NA,NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3426",60025,"Greenbacker Renewable Energy Corporation",62245,"Oak Leaf Solar XXV LLC (CSG)","CO","Arapahoe","53968","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,12,2018,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,NA,2,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2,60025,"Greenbacker Renewable Energy Corporation","Oak Leaf Solar XXV LLC (CSG)","39299 East County Rd. 30/E. Qu","Watkins","CO",80137,"Arapahoe",39.637,-104.529,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","19-253-000","N",NA,NA,NA,NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3427",61443,"Good Fellow Solar 1 PH1, LLC",62246,"Target Woodland Solar Project","CA","Yolo","TWSP","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2.3,1.8,2,12,2018,NA,"N",NA,"Y",NA,NA,NA,NA,NA,NA,181,10,2.5,"Y",NA,NA,NA,NA,NA,"Y",2.5,"N",NA,61443,"Good Fellow Solar 1 PH1, LLC","Target Woodland Solar Project","2050 E Beamer Street","Woodland","CA",95776,"Yolo",38.682746,-121.723451,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Pacific Gas & Electric Co.",14328,"CA",0.48,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3428",60025,"Greenbacker Renewable Energy Corporation",62251,"Oak Leaf Solar XXXII (CSG)","CO","Garfield","53975","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,3,2019,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Y",NA,NA,NA,NA,NA,"Y",2,"N",NA,60025,"Greenbacker Renewable Energy Corporation","Oak Leaf Solar XXXII (CSG)","2585 W. Centennial Parkway","Rifle","CO",81650,"Garfield",39.523,-107.815,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","19-257-000","N",NA,NA,NA,NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3429",60025,"Greenbacker Renewable Energy Corporation",62252,"Oak Leaf Solar XXII LLC (CSG)","CO","Denver","53965","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,1,2019,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2,60025,"Greenbacker Renewable Energy Corporation","Oak Leaf Solar XXII LLC (CSG)","27400 E. 114th Ave","Denver","CO",80249,"Denver",39.904373,-104.6848,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","19-251-000","N",NA,NA,NA,NA,"Public Service Co of Colorado",15466,"CO",24.9,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3430",60025,"Greenbacker Renewable Energy Corporation",62253,"Oak Leaf Solar XXIV LLC (CSG)","CO","Arapahoe","53967","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,1,2019,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2,60025,"Greenbacker Renewable Energy Corporation","Oak Leaf Solar XXIV LLC (CSG)","36585B E. Co. Rd. 30/E. Quincy","Watkins","CO",80137,"Arapahoe",39.637,-104.561,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","19-252-000","N",NA,NA,NA,NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3431",60025,"Greenbacker Renewable Energy Corporation",62254,"Oak Leaf Solar XXVI LLC","CO","Denver","53970","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,1,2019,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2,60025,"Greenbacker Renewable Energy Corporation","Oak Leaf Solar XXVI LLC","27905 E 112th Ave","Denver","CO",80249,"Denver",39.899,-104.659,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","19-254-000","N",NA,NA,NA,NA,"Public Service Co of Colorado",15466,"CO",24.94,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3432",60025,"Greenbacker Renewable Energy Corporation",62255,"Oak Leaf Solar XXVIII LLC (CSG)","CO","Weld","53973","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,6,2019,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2,60025,"Greenbacker Renewable Energy Corporation","Oak Leaf Solar XXVIII LLC (CSG)","14900 County Rd. 36","Platteville","CO",80651,"Weld",40.237,-104.779,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","19-255-000","N",NA,NA,NA,NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3433",60025,"Greenbacker Renewable Energy Corporation",62256,"Oak Leaf Solar XXIII LLC (CSG)","CO","Adams","53966","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,1,2019,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Y",NA,NA,NA,NA,NA,"Y",2,"N",NA,60025,"Greenbacker Renewable Energy Corporation","Oak Leaf Solar XXIII LLC (CSG)","5900 Hudson Rd.","Watkins","CO",80137,"Adams",39.80165,-104.62146,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","19-231-000","N",NA,NA,NA,NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3434",60571,"AEP Onsite Partners",62260,"Trout Creek Solar","CO","Chaffee","44901","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2,2,2,1,2019,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,0,2.7,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60571,"AEP Onsite Partners","Trout Creek Solar","15125 US Hwy 24 & 285","Buena Vista","CO",81211,"Chaffee",38.8151,-106.1104,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Tri-State G & T Assn, Inc",30151,NA,12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3435",54913,"NSTAR Electric Company",62264,"Pittsfield 44 - M&W PV","MA","Berkshire","LG400","OP","Solar Photovoltaic","PV","Electric Utility",1,1.2,1.2,1.2,8,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,1.4,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,54913,"NSTAR Electric Company","Pittsfield 44 - M&W PV","327 Partridge Road","Pittsfield","MA",1201,"Berkshire",42.487419,-73.215833,"NPCC","ISNE","ISO New England Inc.",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,NA,NA,"NSTAR Electric Company",54913,"MA",23,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3436",54913,"NSTAR Electric Company",62265,"Lee Site 31 Solar","MA","Berkshire","LG370","OP","Solar Photovoltaic","PV","Electric Utility",1,1.9,1.9,1.9,8,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,2.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,54913,"NSTAR Electric Company","Lee Site 31 Solar","Water Street","Lee","MA",1238,"Berkshire",42.296872,-73.2275,"NPCC","ISNE","ISO New England Inc.",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,NA,NA,"NSTAR Electric Company",54913,"MA",23,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3437",54913,"NSTAR Electric Company",62266,"Plymouth Solar","MA","Plymouth","LG400","OP","Solar Photovoltaic","PV","Electric Utility",1,1.1,1.1,1.1,6,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,51,3,1.4,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,54913,"NSTAR Electric Company","Plymouth Solar","273 Summer Street","Plymouth","MA",2360,"Plymouth",41.94726,-70.688427,"NPCC","ISNE","ISO New England Inc.",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,NA,NA,"NSTAR Electric Company",54913,"MA",23,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3438",61187,"DG Minnesota CSG, LLC",62267,"Held Solar Project","MN","Stearns","HELD","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,5,3,2019,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",7.5,61187,"DG Minnesota CSG, LLC","Held Solar Project","7801 Bel Clare Dr","Waite Park","MN",56301,"Stearns",45.5239,-94.2736,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","PENDING","N",NA,NA,NA,NA,"Northern States Power Co - Minnesota",13781,"MN",34.5,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3439",61494,"Radian Generation",62268,"NorWest Energy 4, LLC","OR","Klamath","NWE4","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5.6,5.6,5,1,2019,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6.8,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61494,"Radian Generation","NorWest Energy 4, LLC","35754 McCartie Lane","Bonanza","OR",97623,"Klamath",42.695,-121.614,"WECC","PACW","PacifiCorp - West",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF14-728-002","N",NA,"N",NA,NA,"PacifiCorp",14354,"OR",12,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"3440",60888,"GCL New Energy, Inc.",62272,"Bly Solar Center","OR","Klamath","BLY","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,8,8,8,12,2018,NA,"Y",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,11,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60888,"GCL New Energy, Inc.","Bly Solar Center","62744 Highway 140.","Bly","OR",97622,"Klamath",42.392193,-121.024494,"WECC","PACW","PacifiCorp - West",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"PacifiCorp",14354,"OR",69,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3441",61798,"Kern Highschool District Solar,LLC",62274,"Liberty HS Solar Project","CA","Kern","LHSSP","OP","Solar Photovoltaic","PV","Commercial Non-CHP",4,1.5,1.2,0.2,12,2018,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.6,"Y",NA,NA,NA,NA,NA,"Y",1.6,"N",NA,61798,"Kern Highschool District Solar,LLC","Liberty HS Solar Project","925 Jewetta","Bakersfield","CA",93312,"Kern",35.364408,-119.127496,"WECC","CISO","California Independent System Operator",NA,611,"NR",4,"Commercial Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Pacific Gas & Electric Co.",14328,"CA",0.48,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3442",61798,"Kern Highschool District Solar,LLC",62275,"Frontier HS Solar Project","CA","Kern","FHSSP","OP","Solar Photovoltaic","PV","Commercial Non-CHP",4,1.4,1.4,1.4,12,2018,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.5,"Y",NA,NA,NA,NA,NA,"Y",1.5,"N",NA,61798,"Kern Highschool District Solar,LLC","Frontier HS Solar Project","6401 Allen Road","Bakersfield","CA",93314,"Kern",35.41824,-119.14888,"WECC","CISO","California Independent System Operator",NA,611,"NR",4,"Commercial Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Pacific Gas & Electric Co.",14328,"CA",0.48,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3443",61811,"AES LA FiT Sun Valley LLC",62286,"Xebec 1","CA","Los Angeles","W7188","OP","Solar Photovoltaic","PV","Commercial Non-CHP",4,1.9,1.9,1.9,12,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,10,2.1,NA,NA,NA,NA,"Y",NA,"N",NA,"N",NA,61811,"AES LA FiT Sun Valley LLC","Xebec 1","11051 Pendleton St","Sun Valley","CA",91352,"Los Angeles",34.224041,-118.392921,"WECC","LDWP","Los Angeles Department of Water and Power",NA,493,"NR",4,"Commercial Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Los Angeles Department of Water & Power",11208,"CA",480,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3444",61812,"AES LA FiT Francisco LLC",62287,"Francisco St. Solar","CA","Los Angeles","W7190","OP","Solar Photovoltaic","PV","Commercial Non-CHP",4,1.2,1,1,12,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,10,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61812,"AES LA FiT Francisco LLC","Francisco St. Solar","1540 Francisco St.","Torrance","CA",90501,"Los Angeles",33.8482,-118.3055,"WECC","LDWP","Los Angeles Department of Water and Power",NA,493,"NR",4,"Commercial Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Los Angeles Department of Water & Power",11208,"CA",0.48,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3445",57170,"EDF Renewable Asset Holdings, Inc.",62288,"Valentine Solar, LLC","CA","Kern","VAL01","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,111.2,111.2,111.2,11,2019,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,135,"N","Y",NA,NA,NA,NA,"N",NA,"N",NA,57170,"EDF Renewable Asset Holdings, Inc.","Valentine Solar, LLC","14501 McConnell Ave.","Rosamond","CA",93560,"Kern",34.90422,-118.384341,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3446",61012,"AES Distributed Energy",62301,"Richmond NMCA","RI","Washington","RNM02","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,4,4,4,12,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,15,5.1,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",5.1,61012,"AES Distributed Energy","Richmond NMCA","54 Buchnam Road","Wood River Junction","RI",2894,"Washington",41.440191,-71.715387,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF19-293","N",NA,"N",NA,NA,"The Narragansett Electric Co",13214,"RI",13.2,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3447",61012,"AES Distributed Energy",62302,"Founders Homestead Farms Solar","RI","Newport","RFH01","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,4.5,4.5,4.5,12,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,15,5.8,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",5.8,61012,"AES Distributed Energy","Founders Homestead Farms Solar","1681 West Main Rd","Portsmouth","RI",2871,"Newport",41.57677,-71.2782,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF19-291","N",NA,"N",NA,NA,"The Narragansett Electric Co",13214,"RI",13.2,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3448",61012,"AES Distributed Energy",62303,"Mattas Farms","NY","Montgomery","MF01","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2,2,2,11,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,2.8,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2.8,61012,"AES Distributed Energy","Mattas Farms","6090 State Highway 30","Amsterdam","NY",12010,"Montgomery",42.893714,-74.216251,"NPCC","NYIS","New York Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF18-977","N",NA,"N",NA,NA,"Niagara Mohawk Power Corp.",13573,"NY",13.2,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3449",5416,"Duke Energy Carolinas, LLC",62304,"Woodleaf Solar Facility","NC","Rowan","PV1","OP","Solar Photovoltaic","PV","Electric Utility",1,6,6,6,12,2018,NA,"Y",NA,"N",NA,NA,NA,NA,NA,NA,180,NA,9.4,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,5416,"Duke Energy Carolinas, LLC","Woodleaf Solar Facility","6205 NC 801 Hwy","Salisbury","NC",28147,"Rowan",35.724427,-80.608449,"SERC","CPLE","Duke Energy Progress East",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,NA,NA,"Duke Energy Progress - (NC)",3046,"NC",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3450",9234,"Indiana Municipal Power Agency",62305,"Tipton Solar Park","IN","Tipton","STIP","OP","Solar Photovoltaic","PV","Electric Utility",1,5.3,5.3,4.2,7,2019,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,NA,6.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,9234,"Indiana Municipal Power Agency","Tipton Solar Park","3436 State Rd 28 W","Tipton","IN",46072,"Tipton",40.276073,-86.076899,"RFC","MISO","Midcontinent Independent Transmission System Operator, Inc..","N/A",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,NA,NA,"Indiana Municipal Power Agency",9234,NA,13.8,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"3451",56990,"NJR Clean Energy Ventures Corporation",62306,"IFF Union Beach Project","NJ","Monmouth","IFFUB","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5.5,5.5,5.5,6,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,15,6.8,"Y",NA,NA,NA,NA,NA,"Y",6.8,"N",NA,56990,"NJR Clean Energy Ventures Corporation","IFF Union Beach Project","800 Rose Lane","Union Beach","NJ",7735,"Monmouth",40.446574,-74.154627,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Jersey Central Power & Lt Co",9726,"NJ",34.5,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"3452",61824,"Cedar Falls Solar Farm, LLC",62321,"Cedar Falls Solar Farm","IA","Black Hawk","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,4,2016,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61824,"Cedar Falls Solar Farm, LLC","Cedar Falls Solar Farm","Prairie Lakes Park","Cedar Falls","IA",50613,"Black Hawk",42.481409,-92.458184,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Cedar Falls Utilities",3203,"IA",480,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3453",61821,"Northstar Macy's Maryland 2015, LLC",62323,"Macy's MD Joppa Solar Project","MD","Harford","MMDJ","OP","Solar Photovoltaic","PV","Commercial Non-CHP",4,1.8,1.8,1.8,3,2016,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,155,10,2.3,"Y",NA,NA,NA,NA,NA,"Y",2.3,"N",NA,61821,"Northstar Macy's Maryland 2015, LLC","Macy's MD Joppa Solar Project","3300 Fashion Way","Joppa","MD",21085,"Harford",39.44752,-76.32095,"RFC","PJM","PJM Interconnection, LLC",NA,421,"NR",4,"Commercial Non-CHP","N",NA,"N",NA,"N",NA,"N",NA,NA,"Baltimore Gas & Electric Co",1167,"MD",0.48,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3454",61012,"AES Distributed Energy",62324,"Dynamic - Walpole","MA","Norfolk","WAL01","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2,2,2,6,2017,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,15,2.4,"Y",NA,NA,NA,NA,NA,"Y",2.4,"N",NA,61012,"AES Distributed Energy","Dynamic - Walpole","40 Merchants Dr.","Walpole","MA",2081,"Norfolk",42.133208,-71.271945,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF17-692","N",NA,"N",NA,NA,"NSTAR Electric Company",54913,"MA",13.8,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3455",60268,"Hartz Solar LLC",62325,"46 Meadowlands Parkway","NJ","Hudson","1","OP","Solar Photovoltaic","PV","Commercial Non-CHP",4,1.5,1.5,1.2,9,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,202,10,2,"Y",NA,NA,NA,NA,NA,"Y",2,"N",NA,60268,"Hartz Solar LLC","46 Meadowlands Parkway","46 Meadowlands Parkway","Secaucus","NJ",7094,"Hudson",40.78976,-74.071521,"RFC","PJM","PJM Interconnection, LLC",NA,421,"NR",4,"Commercial Non-CHP","N",NA,"Y","QF18-1888-00","N",NA,NA,NA,NA,"Public Service Elec & Gas Co",15477,"NJ",0.48,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
